mobile_wt,ram_gb,fc,pc,num_rear_cameras,battery_power,screen_size,launched_year,price_range,brand_Apple,brand_Google,brand_Honor,brand_Huawei,brand_Infinix,brand_Lenovo,brand_Motorola,brand_Nokia,brand_OnePlus,brand_Oppo,brand_POCO,brand_Realme,brand_Samsung,brand_Sony,brand_Tecno,brand_Vivo,brand_Xiaomi
143.0,4.0,8.0,16.0,1,2600.0,5.2,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
228.0,12.0,10.0,108.0,2,4500.0,7.6,2021,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
229.0,12.0,10.0,108.0,2,4500.0,7.6,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
205.0,12.0,32.0,50.0,2,5000.0,6.7,2024,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
203.0,12.0,16.0,50.0,2,4500.0,6.7,2024,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
205.0,12.0,16.0,50.0,2,5000.0,6.7,2023,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
202.0,12.0,16.0,50.0,2,5000.0,6.7,2023,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
190.0,12.0,16.0,50.0,2,5000.0,6.74,2023,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
179.0,8.0,16.0,50.0,2,5000.0,6.72,2023,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
195.0,8.0,16.0,108.0,1,5000.0,6.72,2023,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
192.0,8.0,16.0,64.0,2,5000.0,6.72,2023,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
238.0,16.0,32.0,48.0,2,4800.0,7.8,2024,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
200.0,12.0,32.0,50.0,2,5000.0,6.7,2022,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
203.0,12.0,16.0,50.0,2,4500.0,6.7,2022,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
192.0,12.0,16.0,50.0,2,4500.0,6.7,2021,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
183.0,8.0,16.0,50.0,2,4500.0,6.55,2021,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
204.0,16.0,32.0,50.0,2,5000.0,6.7,2023,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
190.0,8.0,32.0,50.0,2,4500.0,6.43,2022,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
